timestamp,accX,accY,accZ,Subject_ID,Age,Height_cm,Weight_kg
0,-0.81421,-0.015381,0.6108399999999999,1,32,163,97
20,-0.8042,-0.004639,0.59302,1,32,163,97
40,-0.79785,-0.011719,0.5835,1,32,163,97
60,-0.8044399999999999,-0.011475,0.59863,1,32,163,97
80,-0.8024899999999999,-0.058105,0.5798300000000001,1,32,163,97
100,-0.8064,-0.00415,0.59228,1,32,163,97
120,-0.80933,-0.022461,0.5776399999999999,1,32,163,97
140,-0.8042,-0.007568,0.59253,1,32,163,97
160,-0.7963899999999999,-0.009033,0.59424,1,32,163,97
180,-0.79395,-0.004883,0.59155,1,32,163,97
200,-0.8125,-0.010986,0.59839,1,32,163,97
220,-0.79688,-0.006104,0.59424,1,32,163,97
240,-0.80908,-0.027832,0.57715,1,32,163,97
260,-0.80493,-0.014648,0.58227,1,32,163,97
280,-0.6682100000000001,0.043457,0.50781,1,32,163,97
300,-0.79785,-0.0063479999999999,0.58887,1,32,163,97
320,-0.7954100000000001,-0.0063479999999999,0.5896,1,32,163,97
340,-0.7922399999999999,-0.010254,0.5896,1,32,163,97
360,-0.7871100000000001,-0.008545,0.5778800000000001,1,32,163,97
380,-0.81397,-0.023926,0.58154,1,32,163,97
400,-0.80786,-0.015137,0.58618,1,32,163,97
420,-0.79614,-0.009033,0.58935,1,32,163,97
440,-0.80078,-0.013184,0.57935,1,32,163,97
460,-0.80835,-0.0144039999999999,0.57739,1,32,163,97
480,-0.81763,-0.018066,0.58765,1,32,163,97
500,-0.79956,-0.003662,0.5852,1,32,163,97
520,-0.80176,-0.0144039999999999,0.5874,1,32,163,97
540,-0.80542,-0.013916,0.5786100000000001,1,32,163,97
560,-0.81494,0.01709,0.5752,1,32,163,97
580,-0.8085899999999999,-0.019531,0.59424,1,32,163,97
600,-0.79443,-0.007812,0.5896,1,32,163,97
620,-0.7998,-0.008057,0.58862,1,32,163,97
640,-0.7951699999999999,-0.005859,0.5795899999999999,1,32,163,97
660,-0.8085899999999999,-0.020508,0.58594,1,32,163,97
680,-0.80469,-0.011963,0.59106,1,32,163,97
700,-0.8066399999999999,-0.005371,0.59131,1,32,163,97
720,-0.80298,-0.005859,0.58813,1,32,163,97
740,-0.79785,-0.016113,0.57739,1,32,163,97
760,-0.80591,-0.0021969999999999,0.59522,1,32,163,97
780,-0.80176,-0.011719,0.59033,1,32,163,97
800,-0.80615,-0.018799,0.57007,1,32,163,97
820,-0.80395,-0.009033,0.58325,1,32,163,97
840,-0.80688,-0.00293,0.59228,1,32,163,97
860,-0.8085899999999999,-0.007568,0.58154,1,32,163,97
880,-0.7973600000000001,-0.007568,0.58301,1,32,163,97
900,-0.80005,-0.005859,0.59815,1,32,163,97
920,-0.8005399999999999,-0.00415,0.59253,1,32,163,97
940,-0.8024899999999999,-0.008545,0.5835,1,32,163,97
960,-0.81592,-0.021973,0.58545,1,32,163,97
980,-0.80615,-0.003906,0.59204,1,32,163,97
1000,-0.7971199999999999,-0.005127,0.5918,1,32,163,97
1020,-0.8042,-0.005859,0.5835,1,32,163,97
1040,-0.8024899999999999,-0.025391,0.57739,1,32,163,97
1060,-0.80298,-0.011963,0.58032,1,32,163,97
1080,-0.81103,-0.01123,0.58862,1,32,163,97
1100,-0.81226,-0.022705,0.58496,1,32,163,97
1120,-0.7998,-0.015381,0.59448,1,32,163,97
1140,-0.78296,-0.00415,0.5874,1,32,163,97
1160,-0.81372,-0.007324,0.6047399999999999,1,32,163,97
1180,-0.80518,-0.008301,0.59473,1,32,163,97
1200,-0.80298,-0.010742,0.58813,1,32,163,97
1220,-0.80102,-0.005371,0.59522,1,32,163,97
1240,-0.7898,-0.011963,0.58691,1,32,163,97
1260,-0.8125,-0.0031739999999999,0.58887,1,32,163,97
1280,-0.7971199999999999,-0.009521,0.58154,1,32,163,97
1300,-0.79273,-0.006592,0.59082,1,32,163,97
1320,-0.79175,-0.00293,0.59815,1,32,163,97
1340,-0.8032199999999999,-0.02124,0.5776399999999999,1,32,163,97
1360,-0.79468,-0.010498,0.58618,1,32,163,97
1380,-0.81201,-0.023926,0.57275,1,32,163,97
1400,-0.8208,-0.017822,0.5786100000000001,1,32,163,97
1420,-0.7951699999999999,-0.011963,0.5896,1,32,163,97
1440,-0.7966300000000001,-0.009521,0.59595,1,32,163,97
1460,-0.80713,-0.013916,0.5878899999999999,1,32,163,97
1480,-0.80835,-0.010742,0.59058,1,32,163,97
1500,-0.80591,-0.004639,0.6057100000000001,1,32,163,97
1520,-0.8286100000000001,-0.007812,0.5764199999999999,1,32,163,97
1540,-0.8044399999999999,-0.007568,0.59082,1,32,163,97
1560,-0.81128,-0.023438,0.58398,1,32,163,97
1580,-0.7954100000000001,-0.008545,0.59839,1,32,163,97
1600,-0.802,-0.0144039999999999,0.6091300000000001,1,32,163,97
1620,-0.81274,-0.025879,0.5791,1,32,163,97
1640,-0.80542,-0.011475,0.59888,1,32,163,97
1660,-0.79932,-0.013916,0.57715,1,32,163,97
1680,-0.80225,-0.010742,0.59106,1,32,163,97
1700,-0.802,-0.010742,0.59326,1,32,163,97
1720,-0.7973600000000001,-0.0144039999999999,0.5786100000000001,1,32,163,97
1740,-0.79492,-0.0144039999999999,0.59204,1,32,163,97
1760,-0.80273,-0.0092769999999999,0.59351,1,32,163,97
1780,-0.8044399999999999,-0.008057,0.58765,1,32,163,97
1800,-0.79956,-0.011963,0.59668,1,32,163,97
1820,-0.80713,-0.010254,0.59473,1,32,163,97
1840,-0.80542,-0.016602,0.5769,1,32,163,97
1860,-0.80542,-0.019775,0.58154,1,32,163,97
1880,-0.7985800000000001,-0.011963,0.59448,2,51,181,80
1900,-0.79883,-0.010986,0.59741,2,51,181,80
1920,-0.79468,-0.009766,0.6001,2,51,181,80
1940,-0.80347,-0.01001,0.5844699999999999,2,51,181,80
1960,-0.802,-0.004883,0.58594,2,51,181,80
1980,-0.81177,-0.021729,0.58423,2,51,181,80
