timestamp,accX,accY,accZ,Subject_ID,Age,Height_cm,Weight_kg
0,-0.96728,-0.04663,-0.08984,1,32,163,97
20,-0.927,-0.03882,-0.27075,1,32,163,97
40,-0.86035,-0.09399,-0.45435,1,32,163,97
60,-0.88965,0.3291,0.22876,1,32,163,97
80,-0.9209,-0.02808,0.29492,1,32,163,97
100,-0.93726,-0.20068,0.18872,1,32,163,97
120,-0.93555,-0.00415,-0.05249,1,32,163,97
140,-0.95923,-0.03223,-0.18335,1,32,163,97
160,-0.8547399999999999,-0.09936,-0.44043,1,32,163,97
180,-0.96606,-0.17773,0.1355,1,32,163,97
200,-0.91821,-0.20361,0.31714,1,32,163,97
220,-0.95435,-0.17602,0.21265,1,32,163,97
240,-0.92651,0.16382,0.21289,1,32,163,97
260,-0.91138,-0.14477,0.36426,1,32,163,97
280,-0.92139,-0.20459,0.19434,1,32,163,97
300,-0.94043,-0.04028,-0.24414,1,32,163,97
320,-0.86816,-0.12646,-0.39648,1,32,163,97
340,-0.96533,0.09229,0.21387,1,32,163,97
360,-0.93726,-0.19849,0.1423299999999999,1,32,163,97
380,-0.8762200000000001,-0.21118,0.30664,1,32,163,97
400,-0.9104,0.25561,0.20752,1,32,163,97
420,-0.94873,-0.16455,-0.12329,1,32,163,97
440,-0.95972,-0.18384,0.02515,1,32,163,97
460,-0.98584,0.1423299999999999,0.11401,1,32,163,97
480,-0.94482,-0.10205,-0.20923,1,32,163,97
500,-0.89233,-0.19727,0.32813,1,32,163,97
520,-0.93579,0.06738,-0.22144,1,32,163,97
540,-0.97192,-0.05127,-0.11865,1,32,163,97
560,-0.85913,0.33203,0.26904,1,32,163,97
580,-0.948,-0.20264,0.18359,1,32,163,97
600,-0.8833,0.32349,0.24731,1,32,163,97
620,-0.95898,-0.13843,0.10181,1,32,163,97
640,-0.95044,-0.21021,0.19336,1,32,163,97
660,-0.96582,0.05249,-0.14893,1,32,163,97
680,-0.97363,-0.19336,0.06079,1,32,163,97
700,-0.8894,0.34448,0.23193,1,32,163,97
720,-0.91333,-0.11816,-0.29346,1,32,163,97
740,-0.80347,-0.11914,-0.25928,1,32,163,97
760,-0.92285,-0.20361,0.20166,1,32,163,97
780,-0.93872,-0.20093,0.20923,1,32,163,97
800,-0.94067,-0.16065,0.30078,1,32,163,97
820,-0.96753,0.08814,0.1328099999999999,1,32,163,97
840,-0.95435,0.02832,-0.17261,1,32,163,97
860,-0.9331,-0.21484,0.16968,1,32,163,97
880,-0.90088,0.23315,0.27734,1,32,163,97
900,-0.8850100000000001,-0.03686,-0.40112,1,32,163,97
920,-0.94434,0.1652799999999999,0.20288,1,32,163,97
940,-0.8833,0.32031,0.25659,1,32,163,97
960,-0.8281299999999999,-0.04981,-0.50098,1,32,163,97
980,-0.87964,0.32105,0.22827,1,32,163,97
1000,-0.96411,-0.10425,-0.01343,1,32,163,97
1020,-0.93726,-0.0437,-0.25366,1,32,163,97
1040,-0.96533,-0.1640599999999999,0.12964,1,32,163,97
1060,-0.95923,0.03857,0.3667,1,32,163,97
1080,-0.8869600000000001,0.28638,0.26587,1,32,163,97
1100,-0.91504,-0.14477,-0.30493,1,32,163,97
1120,-0.91357,-0.00659,-0.27075,1,32,163,97
1140,-0.79688,-0.10669,-0.54419,1,32,163,97
1160,-0.94531,0.15796,0.2273,1,32,163,97
1180,-0.94116,-0.21289,0.0874,1,32,163,97
1200,-0.95898,-0.07446,-0.00855,1,32,163,97
1220,-0.94531,-0.1438,0.13843,1,32,163,97
1240,-0.94507,-0.1897,0.16748,1,32,163,97
1260,-0.93213,-0.12573,-0.16797,1,32,163,97
1280,-0.8701200000000001,-0.13184,-0.3728,1,32,163,97
1300,-0.95557,-0.19946,0.16919,1,32,163,97
1320,-0.95044,0.00732,-0.177,1,32,163,97
1340,-0.9729,0.12109,-0.1272,1,32,163,97
1360,-0.90478,0.27295,0.23633,1,32,163,97
1380,-0.85254,0.31616,0.34717,1,32,163,97
1400,-0.91675,0.0078099999999999,-0.09106,1,32,163,97
1420,-0.90869,0.00488,0.39282,1,32,163,97
1440,-0.8806200000000001,0.12671,0.36133,1,32,163,97
1460,-0.8762200000000001,0.24683,-0.30591,1,32,163,97
1480,-0.96655,0.10425,0.13843,1,32,163,97
1500,-0.90772,0.16748,-0.1709,1,32,163,97
1520,-0.94482,-0.16577,0.13623,1,32,163,97
1540,-0.87305,0.32056,0.22949,1,32,163,97
1560,-0.94141,-0.00122,-0.21558,1,32,163,97
1580,-0.91699,-0.1557599999999999,0.2832,1,32,163,97
1600,-0.93481,-0.13696,0.06787,1,32,163,97
1620,-0.94141,0.02002,-0.14307,1,32,163,97
1640,-0.9006299999999999,0.29517,0.24316,1,32,163,97
1660,-0.93897,0.16333,0.22363,1,32,163,97
1680,-0.97315,-0.04614,-0.12964,1,32,163,97
1700,-0.93652,0.13355,0.24146,1,32,163,97
1720,-0.90918,0.17773,0.33203,1,32,163,97
1740,-0.9519,0.11963,0.13037,1,32,163,97
1760,-0.94605,-0.20068,0.18286,1,32,163,97
1780,-0.94263,0.00269,-0.20044,1,32,163,97
1800,-0.948,0.1648,0.17432,1,32,163,97
1820,-0.91357,-0.18848,0.29443,1,32,163,97
1840,-0.93066,-0.1311,-0.30298,1,32,163,97
1860,-0.95435,-0.17822,0.1789599999999999,1,32,163,97
1880,-0.8894,0.31006,0.22998,1,32,163,97
1900,-0.93042,-0.1958,0.10913,1,32,163,97
1920,-0.93726,-0.0751899999999999,-0.04346,1,32,163,97
1940,-0.98584,-0.18677,0.15259,1,32,163,97
1960,-0.91504,-0.17505,0.31909,1,32,163,97
1980,-0.89404,0.29175,0.2583,1,32,163,97
2000,-0.89136,0.28589,0.24927,1,32,163,97
2020,-0.93018,-0.17017,0.23315,1,32,163,97
2040,-0.90967,-0.09815,-0.32031,1,32,163,97
2060,-0.93774,0.03467,-0.2334,1,32,163,97
2080,-0.89697,0.12988,0.39673,1,32,163,97
2100,-0.96313,-0.16626,0.10742,1,32,163,97
2120,-0.94922,0.15747,0.22632,1,32,163,97
2140,-0.95215,-0.22241,0.19971,1,32,163,97
2160,-0.93677,-0.20288,0.1831,2,51,181,80
2180,-0.91528,-0.12109,0.29639,2,51,181,80
2200,-0.94873,-0.15918,0.2697699999999999,2,51,181,80
2220,-0.74145,-0.01318,-0.6369600000000001,2,51,181,80
2240,-0.93726,0.14331,0.28906,2,51,181,80
2260,-0.96973,-0.09009,-0.12695,2,51,181,80
2280,-0.90942,0.09521,0.35205,2,51,181,80
2300,-0.8518100000000001,-0.16382,-0.44336,2,51,181,80
2320,-0.95605,-0.14111,-0.06421,2,51,181,80
2340,-0.93848,-0.0603,-0.2273,2,51,181,80
2360,-0.96606,0.00806,-0.16919,2,51,181,80
2380,-0.93457,0.10889,0.20361,2,51,181,80
2400,-0.95752,-0.10645,-0.12842,2,51,181,80
2420,-0.90869,-0.15454,0.22192,2,51,181,80
2440,-0.92749,-0.21582,0.2644,2,51,181,80
2460,-0.94824,-0.00732,-0.20313,2,51,181,80
2480,-0.91626,-0.1792,0.31055,2,51,181,80
2500,-0.94898,-0.0822799999999999,-0.15991,2,51,181,80
2520,-0.93603,-0.20313,0.18408,2,51,181,80
2540,-0.8742700000000001,0.2417,0.34448,2,51,181,80
2560,-0.74853,-0.33252,-0.44824,2,51,181,80
2580,-0.8198200000000001,-0.19507,-0.49927,2,51,181,80
2600,-0.95117,-0.0227,-0.22339,2,51,181,80
2620,-0.94092,0.18237,0.19775,2,51,181,80
2640,-0.92358,0.13843,0.22412,2,51,181,80
2660,-0.9519,0.1057099999999999,0.07422,2,51,181,80
2680,-0.9563,0.16992,-0.08472,2,51,181,80
2700,-0.85083,-0.04565,-0.46094,2,51,181,80
