timestamp,accX,accY,accZ,Subject_ID,Age,Height_cm,Weight_kg
0,0.15112,-0.16626,0.084961,1,32,163,97
20,-1.2495,0.3229999999999999,-0.038818,1,32,163,97
40,-0.65625,0.086426,-0.20581,1,32,163,97
60,-1.1299,0.42676,-0.1655299999999999,1,32,163,97
80,-2.0,0.37207,0.99707,1,32,163,97
100,-0.5837399999999999,0.19434,-0.13159,1,32,163,97
120,-0.49731,0.057861,-0.24316,1,32,163,97
140,-0.80688,0.38843,-0.45825,1,32,163,97
160,-0.24316,0.071045,-0.27417,1,32,163,97
180,-0.8623,0.19556,-0.41211,1,32,163,97
200,-1.2747,0.16113,-0.72827,1,32,163,97
220,-2.0,-0.071777,-0.62647,1,32,163,97
240,-0.80933,-0.16284,-0.31934,1,32,163,97
260,-0.25586,-0.040771,-0.063721,1,32,163,97
280,-0.98901,-0.012939,-0.000732,1,32,163,97
300,-1.3035,0.46851,-0.25684,1,32,163,97
320,-0.99853,0.43115,0.15161,1,32,163,97
340,-0.97974,0.3864800000000001,-0.27954,1,32,163,97
360,-0.97974,0.30933,-0.17651,1,32,163,97
380,-1.6343,0.027832,-0.5083,1,32,163,97
400,0.32105,-0.19116,0.46143,1,32,163,97
420,-0.42334,-0.096191,-0.36743,1,32,163,97
440,-1.946,0.8024899999999999,-0.49707,1,32,163,97
460,-1.6396,0.23413,-0.08374,1,32,163,97
480,-2.0,0.69116,0.8408200000000001,1,32,163,97
500,1.6343,0.19531,-0.49658,1,32,163,97
520,-2.0,1.5325,-0.40039,1,32,163,97
540,-1.2183,1.1492,-0.53613,1,32,163,97
560,0.42261,-0.095459,0.36914,1,32,163,97
580,-0.36597,0.11865,-0.083008,1,32,163,97
600,-0.8811,0.0271,-0.090332,1,32,163,97
620,-0.65625,0.31396,-0.02417,1,32,163,97
640,0.64941,-0.039062,-0.036865,1,32,163,97
660,-0.6037600000000001,0.36914,-0.77344,1,32,163,97
680,-0.56958,0.43433,-0.16089,1,32,163,97
700,-2.0,1.272,-0.51221,1,32,163,97
720,-0.28809,0.22388,-0.90991,1,32,163,97
740,0.5,-0.14526,0.32642,1,32,163,97
760,-0.9624,0.52759,-0.38232,1,32,163,97
780,1.1199,0.28125,-0.28223,1,32,163,97
800,-0.99194,0.25928,-0.1272,1,32,163,97
820,-0.35327,-0.13501,0.25732,1,32,163,97
840,-1.4421,0.47534,-0.39819,1,32,163,97
860,-0.37109,0.25659,-0.49072,1,32,163,97
880,-1.092,0.39331,0.098145,1,32,163,97
900,-2.0,1.9999,-2.0,1,32,163,97
920,-0.9292,0.39209,0.030518,1,32,163,97
940,-2.0,-0.48999,0.036377,1,32,163,97
960,0.4204100000000001,-0.18335,-0.15503,1,32,163,97
980,-0.86645,0.27148,-0.25806,1,32,163,97
1000,-0.81177,0.37842,-0.22583,1,32,163,97
1020,-1.3962,0.63867,-1.1367,1,32,163,97
1040,-0.7653800000000001,0.44922,-0.024658,1,32,163,97
1060,0.24951,-0.12451,0.042725,1,32,163,97
1080,-0.5044,0.28564,0.0700679999999999,1,32,163,97
1100,0.53198,0.005859,0.02832,1,32,163,97
1120,-0.59985,0.21021,-0.19214,1,32,163,97
1140,-1.2229,0.50537,0.16821,1,32,163,97
1160,-1.9702,0.74121,-0.5515100000000001,1,32,163,97
1180,-0.8884299999999999,-0.060547,0.059326,1,32,163,97
1200,-0.93433,0.30078,-0.10132,1,32,163,97
1220,-2.0,1.4451,-0.34399,1,32,163,97
1240,-1.1003,0.15381,-0.37305,1,32,163,97
1260,-1.2939,0.39966,-0.33594,1,32,163,97
1280,-1.8875,0.43091,0.27832,2,51,181,80
1300,-0.67407,0.038086,-0.26148,2,51,181,80
1320,-2.0,0.35083,0.48926,2,51,181,80
1340,-0.95605,0.18628,-0.5188,2,51,181,80
1360,-1.8975,1.0266,-0.19434,2,51,181,80
1380,-0.75488,0.32861,-0.036133,2,51,181,80
1400,-2.0,0.20605,-0.34521,2,51,181,80
1420,-0.11133,-0.15967,0.001465,2,51,181,80
1440,-1.2783,0.36328,-0.19336,2,51,181,80
1460,-0.16846,0.26758,-0.32422,2,51,181,80
1480,-2.0,1.6369999999999998,-0.16382,2,51,181,80
1500,-0.92749,0.43335,-0.20947,2,51,181,80
1520,-0.9292,0.39209,0.030518,2,51,181,80
1540,-0.1294,-0.15015,-0.12061,2,51,181,80
1560,0.10938,0.071045,-0.16455,2,51,181,80
1580,-0.99902,0.61621,-0.55786,2,51,181,80
1600,-1.4202,0.61597,0.033203,2,51,181,80
1620,-2.0,-0.55469,-0.14722,2,51,181,80
1640,-0.34302,0.087646,-0.22656,2,51,181,80
1660,-1.6306,-0.198,-0.8444799999999999,2,51,181,80
1680,-1.0454,0.21313,0.047363,2,51,181,80
1700,-1.5986,0.21655,0.30859,2,51,181,80
1720,-1.1978,0.62305,-0.083984,2,51,181,80
1740,0.11841,0.096191,0.13135,2,51,181,80
1760,-0.59741,0.046387,-0.0634769999999999,2,51,181,80
1780,-0.2644,0.069824,-0.27881,2,51,181,80
1800,-0.45215,0.13501,0.19898,2,51,181,80
1820,-1.0459,0.27344,-0.26904,2,51,181,80
1840,-0.98901,-0.012939,-0.000732,2,51,181,80
1860,-0.88965,0.15894,-0.084961,2,51,181,80
1880,-1.02,-0.29541,-0.20386,2,51,181,80
1900,-2.0,0.47119,0.55273,2,51,181,80
1920,-1.3977,0.823,-0.000244,2,51,181,80
1940,0.1787099999999999,0.1062,0.017822,2,51,181,80
1960,-0.010742,-0.11621,0.38428,2,51,181,80
1980,-1.3528,0.083984,0.19653,2,51,181,80
2000,-0.81226,0.43823,-0.088379,2,51,181,80
2020,-2.0,-0.093262,0.19605,2,51,181,80
2040,-2.0,0.55078,-0.34277,2,51,181,80
2060,-0.3523,0.54883,-0.37671,2,51,181,80
2080,0.4331100000000001,0.066895,-0.13135,2,51,181,80
2100,-2.0,0.32129,1.0342,2,51,181,80
2120,-0.19287,0.11182,-0.18604,2,51,181,80
2140,-0.99829,0.5039100000000001,-0.005615,2,51,181,80
2160,-2.0,-0.11939,0.1640599999999999,2,51,181,80
2180,-0.62207,0.24609,-0.10864,2,51,181,80
2200,0.15039,0.17969,-0.24731,2,51,181,80
2220,-0.78198,0.40161,-0.0773929999999999,2,51,181,80
2240,-2.0,1.9999,-0.35767,2,51,181,80
2260,-1.1001,0.6228,-0.23047,2,51,181,80
2280,0.20605,0.1084,-0.19312,2,51,181,80
2300,-2.0,0.022217,-1.4202,2,51,181,80
2320,-0.56348,0.33765,-0.1543,2,51,181,80
2340,0.823,-0.2876,-0.50049,2,51,181,80
2360,-1.6033,0.50781,0.56079,2,51,181,80
2380,-1.1985,0.7670899999999999,-0.4829100000000001,3,38,171,61
2400,0.35693,-0.047363,-0.229,3,38,171,61
2420,-1.186,0.29224,-0.053955,3,38,171,61
2440,-0.8689,0.41626,-0.16138,3,38,171,61
2460,-0.48975,-0.08374,-0.10864,3,38,171,61
2480,-0.39282,0.1477099999999999,0.082275,3,38,171,61
2500,-0.74341,0.22583,-0.099609,3,38,171,61
2520,0.2583,-0.43799,-0.13574,3,38,171,61
2540,-0.63525,0.16577,0.1919,3,38,171,61
2560,-1.7896,0.99194,-1.2351,3,38,171,61
2580,-0.39697,0.30249,0.006104,3,38,171,61
2600,-0.47559,0.10425,-0.18359,3,38,171,61
2620,-1.5593,0.10669,0.043213,3,38,171,61
2640,-0.45117,0.12402,-0.28662,3,38,171,61
2660,-0.42627,0.16065,-0.0773929999999999,3,38,171,61
2680,0.29761,-0.146,-0.27246,3,38,171,61
2700,-1.0889,0.34668,-0.10205,3,38,171,61
2720,-1.1011,0.39282,-0.12158,3,38,171,61
2740,-1.1318,0.5918,-0.20679,3,38,171,61
2760,-2.0,-0.17602,0.6469699999999999,3,38,171,61
2780,-1.0823,0.28613,-0.18481,3,38,171,61
2800,-1.7532,0.34619,-0.011475,3,38,171,61
2820,1.0015,0.40918,-0.54077,3,38,171,61
2840,-1.189,0.64282,-0.029541,3,38,171,61
2860,-1.6187,0.087158,-0.19092,3,38,171,61
2880,-2.0,0.24292,0.31323,3,38,171,61
2900,-0.15405,0.30176,-0.49316,3,38,171,61
2920,0.1643099999999999,-0.057373,0.20972,3,38,171,61
2940,0.0,-0.00293,-0.46582,3,38,171,61
2960,-0.67676,0.49316,-0.061523,3,38,171,61
2980,-1.449,0.68579,-0.20898,3,38,171,61
3000,-1.0249,0.35474,-0.28784,3,38,171,61
3020,-0.35889,0.013672,-0.18384,3,38,171,61
3040,-0.20874,0.092041,-0.11865,3,38,171,61
3060,-0.72388,0.43066,-0.17602,3,38,171,61
3080,-0.45215,0.13501,0.19898,3,38,171,61
3100,-2.0,-0.15161,-0.229,3,38,171,61
3120,-1.2673,0.25806,-0.089844,3,38,171,61
3140,-0.95605,0.18628,-0.5188,3,38,171,61
3160,-2.0,0.47266,0.33594,3,38,171,61
3180,-0.18774,0.070801,-0.025146,3,38,171,61
3200,-0.8378899999999999,0.31641,-0.19043,3,38,171,61
3220,-0.7087399999999999,-0.24854,0.005615,3,38,171,61
3240,0.41089,0.36914,-0.40698,3,38,171,61
3260,-2.0,0.4118600000000001,-0.30737,3,38,171,61
3280,-0.65381,0.5896,-0.3999,3,38,171,61
3300,-1.1306,0.39185,0.044922,3,38,171,61
3320,-0.55273,0.28564,-0.3501,3,38,171,61
3340,-1.7112,0.31616,-0.28027,3,38,171,61
3360,-0.29541,-0.16162,0.14941,3,38,171,61
3380,-1.3389,0.3208,0.015381,3,38,171,61
3400,-0.81714,0.5791,0.25146,4,41,160,76
3420,-1.3335,0.034424,-0.30005,4,41,160,76
3440,-2.0,-0.16138,0.36548,4,41,160,76
3460,-2.0,0.27734,-0.10645,4,41,160,76
3480,-0.93701,0.28906,-0.17236,4,41,160,76
3500,-2.0,0.41992,0.90747,4,41,160,76
3520,-0.8920899999999999,0.087891,0.016846,4,41,160,76
3540,-0.98364,0.40649,-0.26831,4,41,160,76
3560,-0.92041,-0.1792,0.40918,4,41,160,76
3580,-1.2651,0.071289,0.1499,4,41,160,76
3600,-0.97876,0.087891,-0.26563,4,41,160,76
3620,-1.8528,0.3523,0.86279,4,41,160,76
3640,-2.0,0.93774,0.5219699999999999,4,41,160,76
3660,-0.97144,0.50244,-0.36816,4,41,160,76
3680,-0.92749,0.43335,-0.20947,4,41,160,76
3700,-1.8171,0.51221,0.7456,4,41,160,76
3720,-0.33252,-0.039795,-0.18237,4,41,160,76
3740,-0.34888,0.20947,-0.10645,4,41,160,76
3760,0.5856899999999999,0.099609,-0.60156,4,41,160,76
3780,-1.3335,0.034424,-0.30005,4,41,160,76
3800,-1.3127,0.6391600000000001,-0.45386,4,41,160,76
3820,0.023438,-0.000244,-0.087402,4,41,160,76
3840,-2.0,1.7451,0.72534,4,41,160,76
3860,-0.32373,0.37012,-0.52466,4,41,160,76
3880,-0.34448,0.30737,-0.40186,4,41,160,76
3900,-0.17554,-0.24756,0.092285,4,41,160,76
3920,-1.1091,0.30908,0.12793,4,41,160,76
3940,-0.36352,0.006104,-0.15454,4,41,160,76
3960,-0.76636,0.32349,-0.76782,4,41,160,76
3980,-2.0,1.7866,-0.44629,4,41,160,76
4000,-0.70508,0.43823,-0.42212,4,41,160,76
4020,-0.20874,0.092041,-0.11865,4,41,160,76
4040,-0.76221,0.19287,0.049072,4,41,160,76
4060,-2.0,0.40894,-0.77612,4,41,160,76
4080,0.33203,-0.14087,-0.23145,4,41,160,76
4100,-0.5173300000000001,0.18433,-0.008057,4,41,160,76
4120,0.6001,0.041992,-0.15771,4,41,160,76
4140,-1.2183,1.1492,-0.53613,4,41,160,76
4160,-0.39844,0.11597,-0.090088,4,41,160,76
4180,-1.6772,0.40747,-0.00293,4,41,160,76
4200,-0.72119,0.30957,-0.041748,4,41,160,76
4220,0.3252,-0.21997,-0.20361,4,41,160,76
4240,-1.0208,0.16602,-0.38135,4,41,160,76
4260,-1.6262,-0.45264,-0.44678,4,41,160,76
4280,-0.2981,-0.022461,-0.29419,4,41,160,76
4300,-1.1147,0.55835,-0.33618,4,41,160,76
4320,-2.0,0.29761,0.3396,4,41,160,76
4340,-0.72485,-0.095703,0.098633,4,41,160,76
4360,-0.19067,-0.012695,0.15405,4,41,160,76
4380,-0.68188,0.39063,-0.5844699999999999,4,41,160,76
4400,-1.0012,0.30249,-0.21143,4,41,160,76
4420,0.87231,-0.094482,-0.11328,4,41,160,76
4440,-1.6396,0.23413,-0.08374,4,41,160,76
4460,-1.0657,0.62671,-0.1340299999999999,4,41,160,76
4480,-0.90332,0.26392,-0.21313,4,41,160,76
4500,-0.87671,0.48486,-0.39868,5,48,184,80
4520,-1.6108,0.7356,0.029541,5,48,184,80
4540,-0.8593799999999999,0.3916,-0.38696,5,48,184,80
4560,-0.37109,0.25659,-0.49072,5,48,184,80
4580,-1.2,0.6091300000000001,-0.41235,5,48,184,80
4600,0.86719,-0.099365,-0.31396,5,48,184,80
4620,-0.448,0.085449,-0.021484,5,48,184,80
4640,-0.91748,0.33496,0.003662,5,48,184,80
4660,-0.37012,0.23828,0.040771,5,48,184,80
4680,-1.48,0.27466,-0.34619,5,48,184,80
4700,-2.0,-0.1665,1.4077,5,48,184,80
4720,-0.58862,0.2312,-0.12891,5,48,184,80
4740,-1.6411,0.68774,-0.22681,5,48,184,80
4760,-0.7033699999999999,0.13184,-0.039062,5,48,184,80
4780,-0.7229,0.26807,-0.66089,5,48,184,80
4800,0.25073,0.00415,-0.20801,5,48,184,80
4820,-1.3892,0.2273,0.15063,5,48,184,80
4840,-0.66284,0.14136,-0.20483,5,48,184,80
4860,-2.0,0.040039,1.4973,5,48,184,80
4880,-0.89917,0.58716,0.042969,5,48,184,80
4900,-1.9626,0.12109,0.73633,5,48,184,80
4920,-0.5683600000000001,0.047607,-0.099854,5,48,184,80
4940,-2.0,-0.071777,-0.62647,5,48,184,80
4960,0.11939,0.12085,-0.22217,5,48,184,80
4980,-1.0698,0.58398,0.006348,5,48,184,80
5000,-1.3279,0.5141600000000001,-0.040771,5,48,184,80
5020,-0.90137,0.56152,-0.18799,5,48,184,80
5040,-0.39941,-0.14038,0.009521,5,48,184,80
5060,-1.2158,0.96924,-0.11133,5,48,184,80
5080,-0.49683,0.13159,-0.15161,5,48,184,80
5100,-1.8179,0.1582,0.39502,5,48,184,80
5120,-1.0464,0.29199,-0.22705,5,48,184,80
5140,-1.843,0.18115,0.049805,5,48,184,80
5160,-0.79688,0.13208,-0.46582,5,48,184,80
5180,-0.28809,0.11353,-0.16773,5,48,184,80
5200,-0.39746,-0.084961,0.4165,5,48,184,80
5220,-1.2744,0.2168,-0.4431100000000001,5,48,184,80
5240,0.11304,-0.0820309999999999,-0.084717,5,48,184,80
5260,-0.36426,-0.39038,-0.11523,5,48,184,80
5280,-0.5471199999999999,0.019043,-0.047607,5,48,184,80
5300,-0.11133,-0.15967,0.001465,5,48,184,80
5320,-0.71753,0.21924,-0.50952,5,48,184,80
5340,-1.5022,0.10864,0.43628,5,48,184,80
5360,-0.37109,0.25659,-0.49072,5,48,184,80
5380,-1.0828,0.23657,-0.38574,5,48,184,80
5400,-0.94043,0.18213,-0.045166,5,48,184,80
5420,-0.65601,0.20068,-0.31763,5,48,184,80
5440,-1.7107,0.45923,-0.53565,5,48,184,80
5460,0.24097,-0.19605,-0.1853,5,48,184,80
5480,-0.63355,0.1709,-0.12183,5,48,184,80
5500,-0.33667,0.03418,0.27515,5,48,184,80
5520,-2.0,0.4751,0.8183600000000001,5,48,184,80
5540,-1.1299,0.42676,-0.1655299999999999,5,48,184,80
5560,-1.3462,0.54932,-0.29834,5,48,184,80
5580,-2.0,0.62598,0.21704,5,48,184,80
5600,-0.21143,0.07959,-0.063232,5,48,184,80
5620,-0.40527,0.096436,-0.15894,5,48,184,80
5640,0.33814,-0.062744,-0.16797,5,48,184,80
5660,-0.26416,-0.16382,0.21313,5,48,184,80
5680,-1.4202,0.61597,0.033203,5,48,184,80
5700,0.011963,-0.15527,0.1228,5,48,184,80
5720,-0.40698,0.080078,-0.1853,5,48,184,80
5740,1.0476,0.0737299999999999,-0.23145,5,48,184,80
5760,-0.81616,0.46582,-0.24658,6,47,183,50
5780,-0.61792,-0.097656,-0.13355,6,47,183,50
5800,-0.022461,-0.2251,-0.5795899999999999,6,47,183,50
5820,-0.51904,0.198,-0.057373,6,47,183,50
5840,-0.53491,0.22974,-0.071533,6,47,183,50
5860,0.052246,0.066162,-0.07959,6,47,183,50
5880,-0.68603,-0.056152,0.021729,6,47,183,50
5900,-0.7727,0.2439,-0.18701,6,47,183,50
5920,-2.0,1.2822,-0.21265,6,47,183,50
5940,-2.0,0.6037600000000001,-0.14502,6,47,183,50
5960,-2.0,0.81519,-0.28223,6,47,183,50
5980,-0.35327,-0.074463,-0.011475,6,47,183,50
6000,-2.0,0.035889,-0.13696,6,47,183,50
6020,-1.1934,-0.070557,0.55542,6,47,183,50
6040,-0.51148,0.10523,-0.17944,6,47,183,50
6060,-0.82715,0.35864,0.000488,6,47,183,50
6080,-0.86865,0.14575,-0.09375,6,47,183,50
6100,0.48999,-0.10254,-0.16919,6,47,183,50
6120,-0.20825,0.15649,-0.18652,6,47,183,50
6140,-0.92676,0.4165,0.008545,6,47,183,50
6160,-0.6835899999999999,0.1391599999999999,-0.19385,6,47,183,50
6180,-0.92676,0.4165,0.008545,6,47,183,50
6200,-1.3564,0.081299,0.0144039999999999,6,47,183,50
6220,-0.30615,0.11157,-0.25366,6,47,183,50
6240,0.2627,0.005127,0.022705,6,47,183,50
6260,-1.1147,0.55835,-0.33618,6,47,183,50
6280,-2.0,0.9895,-0.074951,6,47,183,50
6300,0.10327,0.10327,-0.11548,6,47,183,50
6320,-0.31665,-0.09375,-0.031982,6,47,183,50
6340,-1.8599,0.8928200000000001,0.080566,6,47,183,50
6360,-1.8135,-0.10913,0.35962,6,47,183,50
6380,-1.0889,0.34668,-0.10205,6,47,183,50
6400,-0.8244600000000001,0.50488,-0.39722,6,47,183,50
6420,-2.0,0.66528,0.58227,6,47,183,50
6440,-2.0,0.65698,0.3689,6,47,183,50
6460,-0.6716300000000001,0.29077,-0.16455,6,47,183,50
6480,-0.61792,-0.097656,-0.13355,6,47,183,50
6500,-0.62915,0.68628,-0.25488,6,47,183,50
6520,0.479,-0.016846,-0.26563,6,47,183,50
6540,-1.6772,0.40747,-0.00293,6,47,183,50
6560,-2.0,0.4118600000000001,-0.30737,6,47,183,50
6580,-1.2969,0.18579,0.15479,6,47,183,50
6600,0.23389,0.12134,0.038818,6,47,183,50
6620,-2.0,0.1330599999999999,-0.21704,6,47,183,50
6640,-2.0,0.42773,1.0652,6,47,183,50
6660,-1.3274,0.33057,-0.31079,6,47,183,50
6680,-0.48779,0.14697,-0.02124,6,47,183,50
6700,-0.62915,0.68628,-0.25488,6,47,183,50
6720,0.45898,0.057617,-0.23315,6,47,183,50
6740,0.37012,-0.1814,-0.19092,6,47,183,50
6760,-1.1165,0.29273,-0.15259,6,47,183,50
6780,-0.32813,0.11768,-0.10864,6,47,183,50
6800,-0.98511,0.10986,-0.198,6,47,183,50
