timestamp,accX,accY,accZ,Subject_ID,Age,Height_cm,Weight_kg
0,-0.92798,-0.14282,-0.25586,1,32,163,97
20,-0.81738,0.47168,0.15674,1,32,163,97
40,-0.88892,0.25366,0.22876,1,32,163,97
60,-0.85059,0.45874,0.16309,1,32,163,97
80,-0.93237,0.21045,-0.02417,1,32,163,97
100,-0.94898,-0.10742,-0.13818,1,32,163,97
120,-0.97046,-0.00952,-0.06665,1,32,163,97
140,-0.94067,0.09741,-0.06226,1,32,163,97
160,-0.9419,-0.18896,-0.18164,1,32,163,97
180,-0.97485,-0.02539,-0.08106,1,32,163,97
200,-0.95654,0.03735,-0.11914,1,32,163,97
220,-0.95288,-0.1228,-0.12549,1,32,163,97
240,-0.96069,-0.08789,-0.12891,1,32,163,97
260,-0.9563,0.03735,-0.03784,1,32,163,97
280,-0.97388,-0.04321,-0.11475,1,32,163,97
300,-0.96728,0.01538,-0.08911,1,32,163,97
320,-0.91748,-0.03857,-0.24731,1,32,163,97
340,-0.95093,0.1557599999999999,0.14893,1,32,163,97
360,-0.94702,0.198,0.18433,1,32,163,97
380,-0.97607,0.01416,-0.09009,1,32,163,97
400,-1.0012,-0.06226,-0.05957,1,32,163,97
420,-0.94312,0.12988,0.23047,1,32,163,97
440,-0.94531,0.1560099999999999,0.08716,1,32,163,97
460,-1.0063,0.1735799999999999,-0.13379,1,32,163,97
480,-0.77515,0.5466300000000001,0.11255,1,32,163,97
500,-0.92651,0.20801,0.15356,1,32,163,97
520,-0.94385,0.03418,-0.08374,1,32,163,97
540,-0.96069,-0.00757,-0.09204,1,32,163,97
560,-0.93188,-0.19605,-0.0603,1,32,163,97
580,-0.97217,-0.05859,-0.08935,1,32,163,97
600,-0.9668,0.04028,-0.0459,1,32,163,97
620,-0.90747,0.30322,0.05933,1,32,163,97
640,-0.99585,-0.01196,0.0105,1,32,163,97
660,-0.8471700000000001,0.38867,0.17163,1,32,163,97
680,-0.98364,-0.20239,-0.0625,1,32,163,97
700,-0.97974,0.00903,-0.06079,1,32,163,97
720,-0.97583,0.03979,0.1423299999999999,1,32,163,97
740,-0.77832,0.51807,0.1560099999999999,1,32,163,97
760,-0.96216,0.01929,-0.11108,1,32,163,97
780,-0.93481,0.19824,0.10693,1,32,163,97
800,-0.95337,-0.05322,-0.1377,1,32,163,97
820,-0.97363,-0.10156,-0.16138,1,32,163,97
840,-0.95386,0.01856,-0.10254,1,32,163,97
860,-0.95752,-0.11475,-0.17773,1,32,163,97
880,-0.94653,-0.11597,-0.14893,1,32,163,97
900,-0.95679,0.14307,0.13232,1,32,163,97
920,-0.97583,0.09521,0.26172,1,32,163,97
940,-0.96362,0.12305,0.02612,1,32,163,97
960,-0.96362,0.03345,-0.02905,1,32,163,97
980,-0.97119,0.04224,-0.0437,1,32,163,97
1000,-0.90259,0.24023,-0.25244,1,32,163,97
1020,-0.95361,0.13794,-0.13818,1,32,163,97
1040,-0.9602,0.03174,-0.13062,1,32,163,97
1060,-0.92114,0.14722,0.23999,1,32,163,97
1080,-0.85913,0.38184,-0.20703,1,32,163,97
1100,-0.95947,0.03394,0.13525,1,32,163,97
1120,-0.93213,0.21143,0.14429,1,32,163,97
1140,-0.95898,0.09033,-0.11768,1,32,163,97
1160,-0.9751,0.0686,-0.05249,1,32,163,97
1180,-0.94336,-0.13574,-0.06934,1,32,163,97
1200,-0.97803,0.02173,-0.0671399999999999,1,32,163,97
